Season,Week,Celebrity,Vote_Share,Survival_Value,Judge_Score
8,3,Denise Richards,0.057883722487743296,0.12087584847174726,16.0
8,4,Steve-O,0.11781761217633693,0.17980108325046096,15.0
8,4,Holly Madison,0.11232841413984512,0.17844411661891077,16.0
8,4,Lawrence Taylor,0.1020796187856355,0.18059201547952594,19.0
8,4,Ty Murray,0.09421350139735726,0.19751928652089734,25.0
8,4,Chuck Wicks,0.09235315767105524,0.1832622485797705,22.0
8,4,Melissa Rycroft,0.08365662995376574,0.2034913406970722,29.0
8,4,Shawn Johnson,0.08064822542235343,0.1839540105458935,25.0
8,4,Lil' Kim,0.08033557300415722,0.1919058209375805,27.0
8,4,David Alan Grier,0.07911587867154606,0.1700249695802613,22.0
8,4,Steve Wozniak,0.0788840619869962,0.12847083884629543,12.0
8,4,Gilles Marini,0.07856732670684734,0.2025342688550954,30.0
8,5,Steve-O,0.14066765192227546,0.226381937636153,18.0
8,5,Lawrence Taylor,0.131413524208108,0.22665161944574974,20.0
8,5,Ty Murray,0.12669802716067838,0.2266980271602022,21.0
8,5,Chuck Wicks,0.1171674998310764,0.22669130935436438,23.0
8,5,Melissa Rycroft,0.10760522909120776,0.22665284813825992,25.0
8,5,Shawn Johnson,0.10326321549509644,0.22707273930403069,26.0
8,5,Lil' Kim,0.1028364574871341,0.22664598129606833,26.0
8,5,Gilles Marini,0.09841868681623016,0.2365139249108107,29.0
8,5,David Alan Grier,0.0719297078836714,0.1766916126450773,22.0
8,6,Ty Murray,0.15410506592176487,0.2508792594696317,18.0
8,6,Lawrence Taylor,0.1325898285928776,0.2508693984847148,22.0
8,6,Chuck Wicks,0.12725840217398282,0.25091431615181264,23.0
8,6,Melissa Rycroft,0.12464027585011105,0.26980156617191126,27.0
8,6,Lil' Kim,0.11799171410417995,0.2685293485119728,28.0
8,6,Shawn Johnson,0.1160415167111804,0.255826462946988,26.0
8,6,Steve-O,0.11486125579938829,0.2008827611752699,16.0
8,6,Gilles Marini,0.11251194073158916,0.25229688696739677,26.0
8,7,Ty Murray,0.17469008772300945,0.30655821959041674,24.0
8,7,Melissa Rycroft,0.15341543411404904,0.31275609345383293,29.0
8,7,Lil' Kim,0.1413049802999685,0.28416212315632644,26.0
8,7,Shawn Johnson,0.14067208803119616,0.2945182418765047,28.0
8,7,Gilles Marini,0.13562134755449132,0.28397299590532454,27.0
8,7,Chuck Wicks,0.13559207422578434,0.2839437225766176,27.0
8,7,Lawrence Taylor,0.11870398791955897,0.23408860330354037,21.0
8,8,Ty Murray,0.19566180346122178,0.36232847012682007,26.0
8,8,Melissa Rycroft,0.190092748507505,0.33752864594245735,23.0
8,8,Shawn Johnson,0.1707741007423927,0.337440767407991,26.0
8,8,Gilles Marini,0.16153433091728436,0.33781638219820564,27.5
8,8,Lil' Kim,0.15798069724300084,0.3374678767290298,28.0
8,8,Chuck Wicks,0.12395631897647136,0.287417857436962,25.5
8,9,Ty Murray,0.22818736512615556,0.40047200931962157,23.0
8,9,Melissa Rycroft,0.2174324403291493,0.4309155863949659,28.5
8,9,Shawn Johnson,0.20750816594725383,0.41724599366103854,28.0
8,9,Gilles Marini,0.1910498214851954,0.40078764919898013,28.0
8,9,Lil' Kim,0.15582220693529153,0.3505787612409488,26.0
8,10,Melissa Rycroft,0.26185285099414723,0.5129944035032692,27.5
8,10,Shawn Johnson,0.25678055192704397,0.5124883144817863,28.0
8,10,Ty Murray,0.24312558956386673,0.46230367175364595,24.0
8,10,Gilles Marini,0.23824100730277384,0.5122136100399978,30.0
9,1,Michael Irvin,0.08469218225395965,0.1314903962369537,19.0
9,1,Tom DeLay,0.08206177613128297,0.1313228077017294,19.9999
9,1,Aaron Carter,0.08110638779051431,0.15992418608706221,31.999899999999997
9,1,Louie Vito,0.08106501111527989,0.14756724363622947,26.9998
9,1,Mark Dacascos,0.07548356512209128,0.14691192543072445,28.9998
9,1,Macy Gray,0.07260919076610513,0.11940715844270977,18.9999
9,1,Melissa Joan Hart,0.06674320662514087,0.12585674007734385,24.0
9,1,Kelly Osbourne,0.06668114548878447,0.1430356335851012,30.9998
9,1,Chuck Liddell,0.0655936976720001,0.1197811033365195,22.0
9,1,Joanna Krupa,0.06315112763652671,0.1468950537207582,33.9999
9,1,Donny Osmond,0.06220268547396086,0.13609435598282518,29.999899999999997
9,1,Natalie Coughlin,0.05971383795117156,0.12621607047212113,26.9998
9,1,Mya,0.050701347380954415,0.12705608178366054,30.999899999999997
9,1,Debi Mazar,0.04084933961490177,0.09503674527942116,22.0
9,1,Kathy Ireland,0.02551830477099098,0.07477933634143742,19.9999
9,1,Ashley Hamiliton,0.021827194147650983,0.06862516182425563,18.9999
9,2,Michael Irvin,0.09413620946837212,0.16216342035249448,20.0
9,2,Tom DeLay,0.0915831032767241,0.15280759307243422,18.0
9,2,Louie Vito,0.08974608265157531,0.15437193299149155,19.0
9,2,Aaron Carter,0.08807195467908362,0.1799086893726488,27.0
9,2,Mark Dacascos,0.08201870756034545,0.15344727898867394,21.0
9,2,Melissa Joan Hart,0.07575710691688704,0.14038295725680328,19.0
9,2,Kelly Osbourne,0.0753046225890152,0.13993047292893146,19.0
9,2,Chuck Liddell,0.07287964897367326,0.13750549931358952,19.0
9,2,Joanna Krupa,0.06946599129022209,0.13749320217434446,20.0
9,2,Donny Osmond,0.06917486673541984,0.15420888034057278,25.0
9,2,Natalie Coughlin,0.06601906290640103,0.1374476343347295,21.0
9,2,Mya,0.05805559382344997,0.14989232851701514,27.0
9,2,Debi Mazar,0.04175703357147314,0.11318560499980163,21.0
9,2,Kathy Ireland,0.026030015492418988,0.08725450528812911,18.0
9,3,Michael Irvin,0.09803670199566901,0.15230026788693157,14.0
9,3,Tom DeLay,0.09578879609483278,0.15392833097832836,15.0
9,3,Louie Vito,0.09551312615039818,0.17303250599505898,20.0
9,3,Aaron Carter,0.09060451621031022,0.17199986504720405,21.0
9,3,Mark Dacascos,0.08268481074859087,0.1524522526087856,18.0
9,3,Kelly Osbourne,0.07945795022811421,0.15697733007277498,20.0
9,3,Melissa Joan Hart,0.07814790116261884,0.1517913120150466,19.0
9,3,Joanna Krupa,0.07523224512401194,0.16437953194537186,23.0
9,3,Donny Osmond,0.07174495391156456,0.15314030274845838,21.0
9,3,Chuck Liddell,0.06810361216848716,0.13399508503644883,17.0
9,3,Natalie Coughlin,0.0642800341729018,0.16505522797096084,26.0
9,3,Mya,0.0637302883328456,0.16838145112313765,27.0
9,3,Debi Mazar,0.0366750636325734,0.10256653650053507,17.0
9,4,Michael Irvin,0.11720602404187125,0.1833217265209369,16.0
9,4,Louie Vito,0.11480391836095127,0.18091962084001692,16.0
9,4,Aaron Carter,0.10592105467378378,0.18030121996273263,18.0
9,4,Kelly Osbourne,0.09635971420314349,0.19140103651680035,23.0
9,4,Mark Dacascos,0.09075668076632533,0.18166577167504058,22.0
9,4,Joanna Krupa,0.09030801004271101,0.19774602657119267,26.0
9,4,Melissa Joan Hart,0.08821295396145788,0.20391543329982276,28.0
9,4,Donny Osmond,0.08565925330949078,0.18483280702808924,24.0
9,4,Mya,0.07939690298163023,0.1950993823199951,28.0
9,4,Natalie Coughlin,0.07107262552201275,0.1702461792406112,24.0
9,4,Chuck Liddell,0.060302862058648495,0.13055079594265573,17.0
9,5,Michael Irvin,0.12521429270537535,0.211991152209149,21.0
9,5,Louie Vito,0.12305476353303484,0.2139638544417501,22.0
9,5,Kelly Osbourne,0.10923601068710873,0.20840956440570718,24.0
9,5,Aaron Carter,0.10435921004853484,0.2035327637671333,24.0
9,5,Joanna Krupa,0.10288479311270365,0.2020583468313021,24.0
9,5,Mark Dacascos,0.09637331581679515,0.20381133234527682,26.0
9,5,Donny Osmond,0.09484937620525123,0.2146840869485577,29.0
9,5,Melissa Joan Hart,0.09240747555698425,0.18744879787064112,23.0
9,5,Mya,0.09121350518269167,0.20278375311611493,27.0
9,5,Natalie Coughlin,0.06040725706771508,0.15131634797643034,22.0
9,6,Michael Irvin,0.13878866607378496,0.22340357435583436,21.9998
9,6,Louie Vito,0.13228424477481338,0.2245922566098839,24.0
9,6,Kelly Osbourne,0.1251062289120437,0.22125963867347692,24.9998
9,6,Joanna Krupa,0.10876737864183832,0.24722901177772816,35.9999
9,6,Donny Osmond,0.10822744940144705,0.22745824673836385,30.999899999999997
9,6,Aaron Carter,0.10784645095888365,0.2347691979986737,32.9998
9,6,Mya,0.10278327217108546,0.22970678844430747,33.0
9,6,Mark Dacascos,0.09757232351478409,0.2206496726282115,32.0
9,6,Melissa Joan Hart,0.07862398546150724,0.17093161267986182,23.9999
9,7,Michael Irvin,0.17931699487341696,0.31322012877578786,23.5
9,7,Kelly Osbourne,0.16065751267480996,0.30880566082211397,26.0
9,7,Donny Osmond,0.14752082088685067,0.2956689690341547,26.0
9,7,Joanna Krupa,0.13938706377005122,0.2960822204643151,27.5
9,7,Mya,0.1393079653940087,0.27890910499435284,24.5
9,7,Aaron Carter,0.12806134180076315,0.27905849279705375,26.5
9,7,Mark Dacascos,0.10574830048613774,0.2282554229925622,21.5
9,8,Kelly Osbourne,0.22247667243115574,0.41713316097928815,25.5
9,8,Donny Osmond,0.21937772019012286,0.4102174148451546,25.0
9,8,Joanna Krupa,0.20170453820863934,0.4001778206498724,26.0
9,8,Mya,0.1969957776842826,0.4221866173772201,29.5
9,8,Aaron Carter,0.15944529132657392,0.35028498598160573,25.0
9,9,Donny Osmond,0.2800503832325436,0.5113005531528347,24.666600000000003
9,9,Kelly Osbourne,0.2698426992243776,0.5135916621091523,25.9998
9,9,Mya,0.24149880361515835,0.5133738006829119,28.9999
9,9,Joanna Krupa,0.20860811374029703,0.4617339838581025,27.0
10,2,Kate Gosselin,0.11654368840998632,0.1847255065914946,15.0
10,2,Chad Ochocinco,0.11131501253873495,0.18404228526567712,16.0
10,2,Niecy Nash,0.0997530826192136,0.19520762807332517,21.0
10,2,Aiden Turner,0.09511134169281718,0.181474978056061,19.0
10,2,Jake Pavelka,0.09454804504614948,0.18545713595482716,20.0
10,2,Buzz Aldrin,0.0933400863653052,0.14788554091051181,12.0
10,2,Erin Andrews,0.09195106826153891,0.19649652280651825,23.0
10,2,Pamela Anderson,0.08788422656702924,0.1878842265665747,22.0
10,2,Evan Lysacek,0.08542033706992865,0.19451124616034188,24.0
10,2,Nicole Scherzinger,0.08389543083298673,0.2111681581051355,28.0
10,2,Shannen Doherty,0.04023768050805132,0.131146771416729,20.0
10,3,Kate Gosselin,0.12093464243844927,0.19482626805384884,15.0
10,3,Chad Ochocinco,0.11720960786663841,0.2157317753538378,20.0
10,3,Niecy Nash,0.10758586254614186,0.21103413840770124,21.0
10,3,Jake Pavelka,0.1030986823267522,0.2065469581883116,21.0
10,3,Erin Andrews,0.09910706147911776,0.21240755408939707,23.0
10,3,Aiden Turner,0.0951147822061053,0.1936369496933047,20.0
10,3,Pamela Anderson,0.09482961854721976,0.19827789440877913,21.0
10,3,Evan Lysacek,0.09182615640016609,0.2199049741335253,26.0
10,3,Nicole Scherzinger,0.08949315250456036,0.20279364511483966,23.0
10,3,Buzz Aldrin,0.08080043359183336,0.14483984245851297,13.0
10,4,Kate Gosselin,0.13130389741805865,0.21755726668983089,16.0
10,4,Chad Ochocinco,0.12805554221108822,0.24665392495977503,22.0
10,4,Niecy Nash,0.1216896977760793,0.21872473820682303,18.0
10,4,Jake Pavelka,0.11511627432664735,0.21754215033687685,19.0
10,4,Erin Andrews,0.11239543167833066,0.21751672547830306,19.5
10,4,Pamela Anderson,0.10872769384969523,0.2354123299676107,23.5
10,4,Evan Lysacek,0.10446711778384492,0.24462884285047476,26.0
10,4,Nicole Scherzinger,0.09964854958268346,0.23441943906982757,25.0
10,4,Aiden Turner,0.07859579527146555,0.16754458233298064,16.5
10,5,Niecy Nash,0.14379934044616174,0.24784558322012679,18.0
10,5,Chad Ochocinco,0.14365023820245054,0.2476964809764156,18.0
10,5,Pamela Anderson,0.12608193883896715,0.24746922207525973,21.0
10,5,Erin Andrews,0.12576081399281255,0.25292844404988096,22.0
10,5,Evan Lysacek,0.12182066126630015,0.2778900254272477,27.0
10,5,Jake Pavelka,0.1145801596380214,0.24752813651586564,23.0
10,5,Nicole Scherzinger,0.11348427447898397,0.28111433228148325,29.0
10,5,Kate Gosselin,0.11082257302298475,0.1975277753346223,15.0
10,6,Niecy Nash,0.16219095309670695,0.28659232668922907,25.9998
10,6,Chad Ochocinco,0.1613585909260596,0.3096839680916849,30.999899999999997
10,6,Evan Lysacek,0.14945982957847595,0.27864686513252235,27.0
10,6,Erin Andrews,0.14750831287175092,0.31018828356943906,34.0
10,6,Nicole Scherzinger,0.1353836478087115,0.307632550076938,35.9999
10,6,Pamela Anderson,0.13506953588642487,0.2786097295610279,29.9998
10,6,Jake Pavelka,0.10902912970191973,0.22864627674442362,24.999899999999997
10,7,Chad Ochocinco,0.18568315047970396,0.3528857228258956,26.0
10,7,Niecy Nash,0.18151642766322731,0.3390726977586771,24.5
10,7,Erin Andrews,0.17500396524998652,0.33899110351259754,25.5
10,7,Evan Lysacek,0.16727433273389136,0.3409077732472442,27.0
10,7,Nicole Scherzinger,0.16550892667282255,0.3391423671861754,27.0
10,7,Pamela Anderson,0.1250131970511827,0.2890003353137937,25.5
10,8,Chad Ochocinco,0.21804472597539157,0.3959103386222068,22.5
10,8,Erin Andrews,0.21028653696650595,0.41977270297275504,26.5
10,8,Evan Lysacek,0.19818211941774977,0.4076682854239989,26.5
10,8,Nicole Scherzinger,0.19759694607769077,0.4307985271035153,29.5
10,8,Niecy Nash,0.17588967138811526,0.3458501456950721,21.5
10,9,Erin Andrews,0.2648233817870995,0.5126109924043758,28.0
10,9,Nicole Scherzinger,0.2515835561156424,0.512645503015987,29.5
10,9,Evan Lysacek,0.2513095642531957,0.5123715111535403,29.5
10,9,Chad Ochocinco,0.23228349763002382,0.4623719932032089,26.0
11,1,Bristol Palin,0.10244100737645291,0.18173616156112563,18.0
11,1,Florence Henderson,0.0974743755659934,0.17676952975066612,18.0
11,1,The Situation,0.09202764901914301,0.15810694417303695,15.0
11,1,Kurt Warner,0.09169652026517883,0.17539696079344447,19.0
11,1,Kyle Massey,0.0887542351174253,0.19007582102006265,23.0
11,1,Margaret Cho,0.088746942150191,0.1548262373040849,15.0
11,1,Michael Bolton,0.08371025408589246,0.15419483558337932,16.0
11,1,Brandy,0.08155372100393928,0.18287530690657663,23.0
11,1,Rick Fox,0.0809984726584914,0.17791477221753582,22.0
11,1,Jennifer Grey,0.0806302206831876,0.18635709292941788,24.0
11,1,Audrina Patridge,0.07306978043520618,0.15677022096347182,19.0
11,1,David Hasselhoff,0.03889682155754017,0.10497611671143409,15.0
11,2,Bristol Palin,0.10954569494269356,0.20909320625446032,22.0
11,2,Florence Henderson,0.10396254473187466,0.1899353954102187,19.0
11,2,The Situation,0.09861968293419619,0.18006764673473263,18.0
11,2,Kurt Warner,0.09861599133412091,0.19363861576808009,21.0
11,2,Kyle Massey,0.09505391443190787,0.19460142574367462,22.0
11,2,Rick Fox,0.0863258879878745,0.18134851242183367,21.0
11,2,Margaret Cho,0.08621202666321597,0.1676599904637524,18.0
11,2,Jennifer Grey,0.08494113796997334,0.19353842303735524,24.0
11,2,Brandy,0.08472469308253933,0.1797473175164985,21.0
11,2,Audrina Patridge,0.07672349835947796,0.18079589654905232,23.0
11,2,Michael Bolton,0.07527492747667971,0.12957357001037068,12.0
11,3,Bristol Palin,0.11946341793215702,0.20543626861050104,19.0
11,3,Florence Henderson,0.11269490458513985,0.20319264214129146,20.0
11,3,Kurt Warner,0.11011857971747314,0.2141909779070475,23.0
11,3,The Situation,0.1073351544503674,0.197832892006519,20.0
11,3,Kyle Massey,0.10682993280715515,0.2109023309967295,23.0
11,3,Rick Fox,0.0968116363738836,0.20540892144126552,24.0
11,3,Brandy,0.09485524828090389,0.2034525333482858,24.0
11,3,Jennifer Grey,0.09469389032137733,0.20329117538875924,24.0
11,3,Audrina Patridge,0.08582718555056655,0.20347424437356362,26.0
11,3,Margaret Cho,0.07137004988768138,0.15281801368821782,18.0
11,4,Bristol Palin,0.13543382807514653,0.22481930293498237,16.0
11,4,Kyle Massey,0.12429358167907768,0.2360254252538725,20.0
11,4,Kurt Warner,0.12296512281517573,0.21793718985375132,17.0
11,4,Florence Henderson,0.11499660617209646,0.21276196930004193,17.5
11,4,Rick Fox,0.10931526339619435,0.21825381088161927,19.5
11,4,Brandy,0.10755455839878021,0.24163277068853395,24.0
11,4,Jennifer Grey,0.10649970929259467,0.26292429029730735,28.0
11,4,The Situation,0.08956260177455207,0.16777489227690842,14.0
11,4,Audrina Patridge,0.08937872829457881,0.21787034840559283,23.0
11,5,Bristol Palin,0.15695703459623422,0.2558581334967897,18.0
11,5,Kurt Warner,0.1465409529137599,0.2784090847811672,24.0
11,5,Kyle Massey,0.1456311657431753,0.2555212756326814,20.0
11,5,Rick Fox,0.12384863124849438,0.2557167631159017,24.0
11,5,Jennifer Grey,0.12232208782041187,0.2596847251822945,25.0
11,5,Brandy,0.12153807857664006,0.2698897269274733,27.0
11,5,Audrina Patridge,0.09327503995895581,0.21964866633188782,23.0
11,5,Florence Henderson,0.08988700902989602,0.20527162441387742,21.0
11,6,Kurt Warner,0.17632051687774458,0.28260058642336006,21.9999
11,6,Bristol Palin,0.16962416877850328,0.30488936049588944,27.9998
11,6,Kyle Massey,0.15801310718496558,0.30294065041750345,29.999899999999997
11,6,Jennifer Grey,0.14248267399572004,0.2825797661108137,29.0
11,6,Rick Fox,0.13783300672422202,0.28276103305018097,30.0
11,6,Brandy,0.1378141847740918,0.31172733327182145,35.9999
11,6,Audrina Patridge,0.07791234154025901,0.23250127010110638,31.9998
11,7,Bristol Palin,0.18886476476825018,0.34474006452769446,32.5
11,7,Kyle Massey,0.18141287022970307,0.3420843330586687,33.5
11,7,Kurt Warner,0.17267021442648367,0.34053592185973136,35.0
11,7,Jennifer Grey,0.1663570303132973,0.34141698235082696,36.5
11,7,Brandy,0.16559604431932906,0.3406559963568587,36.5
11,7,Rick Fox,0.12509907580420201,0.290566701702689,34.5
11,8,Bristol Palin,0.22792958486145629,0.40528807542615547,23.5
11,8,Kyle Massey,0.2111547802562969,0.42247553497168316,28.0
11,8,Jennifer Grey,0.19685927795378233,0.41195361757480053,28.5
11,8,Brandy,0.19023496098279966,0.40532930060381783,28.5
11,8,Kurt Warner,0.17382139578463293,0.354953471254964,24.0
11,9,Bristol Palin,0.2801580361459134,0.5126141764947515,26.5
11,9,Kyle Massey,0.2586001179957707,0.5129860829058199,29.0
11,9,Jennifer Grey,0.24960796984562852,0.5127658645801623,30.0
11,9,Brandy,0.21163387581646545,0.46163387581427245,28.5
12,2,Kendra Wilkinson,0.11759976710210852,0.20556273006466425,19.0
12,2,Kirstie Alley,0.10019322299548757,0.1927858155876515,20.0
12,2,Romeo,0.09905883298282958,0.2055403144638181,23.0
12,2,Ralph Macchio,0.09843445640705546,0.19565667862882757,21.0
12,2,Chris Jericho,0.09468965348826021,0.2011711349692487,23.0
12,2,Chelsea Kane,0.0918045270036339,0.17513786033658144,18.0
12,2,Sugar Ray Leonard,0.0908705451974312,0.16957424890077055,17.0
12,2,Petra Nemcova,0.09064413135819396,0.1739774646911415,18.0
12,2,Wendy Williams,0.09010892570696236,0.1688126294103017,17.0
12,2,Hines Ward,0.08567717379656715,0.19215865527755566,23.0
12,2,Mike Catherwood,0.040918763872999905,0.11962246757633925,17.0
12,3,Kendra Wilkinson,0.12558164686045095,0.23305828237396742,23.0
12,3,Kirstie Alley,0.10802897416768771,0.20615981528872449,21.0
12,3,Ralph Macchio,0.10651780137830992,0.2046486424993467,21.0
12,3,Romeo,0.10452857378402465,0.19798651770882159,20.0
12,3,Chris Jericho,0.10194989831925791,0.2000807394402947,21.0
12,3,Chelsea Kane,0.09828308058555656,0.205759716099073,23.0
12,3,Petra Nemcova,0.09683433432621356,0.21365676423220972,25.0
12,3,Hines Ward,0.09335365067429616,0.2101760805802923,25.0
12,3,Sugar Ray Leonard,0.08780516297019668,0.18126310689499361,20.0
12,3,Wendy Williams,0.07711687684106083,0.14721033478465853,15.0
12,4,Kendra Wilkinson,0.13754833057423327,0.22492697135050815,18.0
12,4,Ralph Macchio,0.12244953910106532,0.24380876240144708,25.0
12,4,Kirstie Alley,0.12034769727808238,0.22714381378241832,22.0
12,4,Romeo,0.11549550995211612,0.22714599538846733,23.0
12,4,Chris Jericho,0.11331859037773721,0.22496907581408843,23.0
12,4,Chelsea Kane,0.10771479768447527,0.23392838991687231,26.0
12,4,Petra Nemcova,0.1062363866329002,0.21788687206925142,23.0
12,4,Hines Ward,0.10388661853114665,0.2252458418315284,25.0
12,4,Sugar Ray Leonard,0.07300252976703168,0.17494427733935236,21.0
12,5,Kendra Wilkinson,0.14204555226853915,0.2554476141236247,22.0
12,5,Ralph Macchio,0.14201666088481305,0.25541872273989863,22.0
12,5,Kirstie Alley,0.1370727293061625,0.2556294303364792,23.0
12,5,Romeo,0.1271553993981402,0.2611760179541504,26.0
12,5,Chelsea Kane,0.12142679412191054,0.25544741267792076,26.0
12,5,Chris Jericho,0.12134737128167639,0.2553679898376866,26.0
12,5,Hines Ward,0.11703671866858306,0.2562119763998244,27.0
12,5,Petra Nemcova,0.09189877395941574,0.20530083581450131,22.0
12,6,Ralph Macchio,0.15853036230683992,0.2918636956394325,24.0
12,6,Kirstie Alley,0.15635243285356393,0.30079687729720594,26.0
12,6,Romeo,0.1487303431294842,0.30428589868417555,28.0
12,6,Kendra Wilkinson,0.14730439983142918,0.28619328871954647,25.0
12,6,Chelsea Kane,0.1390319636571145,0.29458751921180587,28.0
12,6,Hines Ward,0.13611599753488896,0.28611599753405564,27.0
12,6,Chris Jericho,0.11393450056219127,0.2361567227837345,22.0
12,7,Ralph Macchio,0.19042108766492244,0.3654874006613412,33.0
12,7,Kirstie Alley,0.1795663267165723,0.3387175203496803,30.0
12,7,Romeo,0.17667224017527317,0.3358234338083811,30.0
12,7,Chelsea Kane,0.16646068462307725,0.3362219578317257,32.0
12,7,Hines Ward,0.1628448955245969,0.33791120852101564,33.0
12,7,Kendra Wilkinson,0.12403476515263522,0.2858384786796283,30.5
12,8,Ralph Macchio,0.23002898281327555,0.40695205973499154,23.0
12,8,Kirstie Alley,0.21705811937502814,0.420904273219614,26.5
12,8,Hines Ward,0.19972731697131604,0.4074196246620261,27.0
12,8,Chelsea Kane,0.19607433997997326,0.40761280151680757,27.5
12,8,Romeo,0.15711124069485533,0.3571112406933169,26.0
12,9,Kirstie Alley,0.27342518582849396,0.5032124198690915,27.0
12,9,Hines Ward,0.2493848733927201,0.5047040223267174,30.0
12,9,Ralph Macchio,0.24889678697851014,0.453152106125708,24.0
12,9,Chelsea Kane,0.22829315360314584,0.5389314514728425,36.5
13,1,Chaz Bono,0.1160311854266535,0.19437219925117727,17.0
13,1,Nancy Grace,0.10507869165444762,0.17881141054811706,16.0
13,1,David Arquette,0.09756538856823115,0.18051469732360925,18.0
13,1,Carson Kressley,0.0970942331403587,0.1754352469648825,17.0
13,1,Hope Solo,0.09365133489344386,0.190425528441385,21.0
13,1,Rob Kardashian,0.09244353428314792,0.16617625317681733,16.0
13,1,Chynna Phillips,0.08657683825906255,0.18795932673785803,22.0
13,1,J.R. Martinez,0.08492300521346373,0.1863054936922592,22.0
13,1,Ricki Lake,0.08124217691436847,0.17340807553145526,20.0
13,1,Kristin Cavallari,0.06218548625015353,0.149743089936386,19.0
13,1,Elisabetta Canalis,0.047135708577610055,0.11626013254042515,15.0
13,1,Metta World Peace (Ron),0.03607241673962002,0.10058854577158077,14.0
13,2,Chaz Bono,0.11668361168896205,0.19291679554512242,17.0
13,2,Nancy Grace,0.1086203998787558,0.20279080346577746,21.0
13,2,David Arquette,0.10460182031263048,0.18531930910150618,18.0
13,2,Carson Kressley,0.1043848511093275,0.1851023398982032,18.0
13,2,Hope Solo,0.10006145312866906,0.18526324685026008,19.0
13,2,Rob Kardashian,0.09680677806076632,0.19097718164778799,21.0
13,2,Chynna Phillips,0.09113231138653975,0.18530271497356143,21.0
13,2,J.R. Martinez,0.0892032222124563,0.18785793073219328,22.0
13,2,Ricki Lake,0.08540671276340944,0.18854572621586174,23.0
13,2,Kristin Cavallari,0.062121222042035906,0.1607759305617729,22.0
13,2,Elisabetta Canalis,0.040977617333960784,0.13514802092098244,21.0
13,3,Chaz Bono,0.12900699900748974,0.2049563660957769,18.0
13,3,Nancy Grace,0.11619947205459524,0.20480706699093024,21.0
13,3,Carson Kressley,0.10817072774963021,0.20521714125133045,23.0
13,3,David Arquette,0.10625744504151365,0.2075232678258965,24.0
13,3,Hope Solo,0.10466522130093817,0.20593104408532104,24.0
13,3,Rob Kardashian,0.10385137657185614,0.205117199356239,24.0
13,3,J.R. Martinez,0.09540064277517886,0.20510528412492696,26.0
13,3,Ricki Lake,0.09227191534094438,0.20619596597337508,27.0
13,3,Chynna Phillips,0.09048091898922184,0.20018556033896992,26.0
13,3,Kristin Cavallari,0.053695281081809224,0.15496110386619208,24.0
13,4,Chaz Bono,0.1309725628983546,0.23145103179739537,21.0
13,4,Nancy Grace,0.12529955097461318,0.22577801987365395,21.0
13,4,Carson Kressley,0.11693525072438035,0.21262903062822872,20.0
13,4,David Arquette,0.11572398399891207,0.2257718308883377,23.0
13,4,Hope Solo,0.11504324978244829,0.22987578566706632,24.0
13,4,Rob Kardashian,0.11378574208419559,0.22861827796881362,24.0
13,4,J.R. Martinez,0.10500253993117022,0.22940445380617308,26.0
13,4,Ricki Lake,0.10195310721697576,0.24070908807755587,29.0
13,4,Chynna Phillips,0.07528401229558784,0.17576248119462862,21.0
13,5,Nancy Grace,0.13840133603209342,0.25542261262721566,22.0
13,5,Chaz Bono,0.1382228775823882,0.24992500524136851,21.0
13,5,Hope Solo,0.13205695555684552,0.2597165300242516,24.0
13,5,Rob Kardashian,0.12696740769415762,0.2599461310977056,25.0
13,5,David Arquette,0.12342675921016477,0.25640548261371277,25.0
13,5,Ricki Lake,0.12207938413326123,0.2497389586006673,24.0
13,5,J.R. Martinez,0.12021728813679629,0.26915345834877,28.0
13,5,Carson Kressley,0.09862799155052662,0.1996918213372231,19.0
13,6,Nancy Grace,0.15898630564134927,0.3035646188934904,24.0
13,6,Hope Solo,0.15747244895782386,0.2779543766679414,20.0
13,6,Rob Kardashian,0.14786232092606394,0.28039244140719327,22.0
13,6,J.R. Martinez,0.1414810835422452,0.31617987872191566,29.0
13,6,Ricki Lake,0.14134391997934884,0.3160427151590193,29.0
13,6,David Arquette,0.1394390120819614,0.2779932289485966,23.0
13,6,Chaz Bono,0.11341490875284302,0.22787274007745473,19.0
13,7,Nancy Grace,0.18553488551772554,0.33570553398086433,22.0
13,7,Hope Solo,0.17604071213018563,0.34668917629284335,25.0
13,7,Rob Kardashian,0.17314615037613937,0.3472075838220502,25.5
13,7,J.R. Martinez,0.17235832458676983,0.3361808501829212,24.0
13,7,Ricki Lake,0.16750247766812978,0.348389849680547,26.5
13,7,David Arquette,0.1254174495843758,0.28582700589727406,23.5
13,8,Rob Kardashian,0.20659699742717488,0.40350819433685126,25.5
13,8,J.R. Martinez,0.2033443972089172,0.43500462886736,30.0
13,8,Hope Solo,0.20327590589972896,0.4040481066703794,26.0
13,8,Ricki Lake,0.20320032643226707,0.4039725272029175,26.0
13,8,Nancy Grace,0.18358237287368756,0.3534665427565456,22.0
13,9,J.R. Martinez,0.2622333174918986,0.4985212343165579,28.0
13,9,Rob Kardashian,0.25169923347394063,0.5259603063031572,32.4998
13,9,Ricki Lake,0.2453530023361864,0.5280537732231294,33.4999
13,9,Hope Solo,0.24071444650109103,0.4474646859518335,24.4998
14,2,Gladys Knight,0.10148868421486579,0.17212065447482627,19.0
