season,week,method,celebrity_name,fan_votes,eliminated
9,1,percent,Aaron Carter,78817.79829674204,False
9,1,percent,Mya,76354.7344028942,False
9,1,percent,Donny Osmond,73891.67050904634,False
9,1,percent,Kelly Osbourne,76354.48809650482,False
9,2,percent,Debi Mazar,67059.78001005322,False
9,2,percent,Melissa Joan Hart,64845.98141231122,False
9,2,percent,Mark Dacascos,74192.2335360858,False
9,2,percent,Chuck Liddell,62808.079347574276,False
9,2,percent,Natalie Coughlin,72154.33143933472,False
9,2,percent,Louie Vito,67902.63079886537,False
9,2,percent,Michael Irvin,61904.52018858766,False
9,2,percent,Joanna Krupa,77161.24027321431,False
9,2,percent,Kathy Ireland,58594.22505171149,True
9,2,percent,Tom DeLay,58694.225051711495,False
9,2,percent,Aaron Carter,90004.29060282341,False
9,2,percent,Mya,88985.33953780412,False
9,2,percent,Donny Osmond,83714.68784359343,False
9,2,percent,Kelly Osbourne,71978.43490632968,False
9,3,percent,Debi Mazar,57389.91604720504,True
9,3,percent,Melissa Joan Hart,71846.83951022616,False
9,3,percent,Mark Dacascos,73179.44208949874,False
9,3,percent,Chuck Liddell,66203.0891676031,False
9,3,percent,Natalie Coughlin,91670.38525873596,False
9,3,percent,Louie Vito,75485.44469944217,False
9,3,percent,Michael Irvin,69117.82302394924,False
9,3,percent,Joanna Krupa,86436.79664432186,False
9,3,percent,Tom DeLay,59727.27623859695,True
9,3,percent,Aaron Carter,86757.48171094357,False
9,3,percent,Mya,100829.8919941497,False
9,3,percent,Donny Osmond,84236.54561583337,False
9,3,percent,Kelly Osbourne,77119.0679994942,False
9,4,percent,Melissa Joan Hart,102825.7407429915,False
9,4,percent,Mark Dacascos,87899.63626065395,False
9,4,percent,Chuck Liddell,69209.74205610937,True
9,4,percent,Natalie Coughlin,100920.66634203924,False
9,4,percent,Louie Vito,73441.97346106803,False
9,4,percent,Michael Irvin,73441.97346106806,False
9,4,percent,Joanna Krupa,103860.9934578031,False
9,4,percent,Aaron Carter,83340.80699365931,False
9,4,percent,Mya,115140.82213326536,False
9,4,percent,Donny Osmond,97761.98100121363,False
9,4,percent,Kelly Osbourne,92155.66409012844,False
9,5,percent,Melissa Joan Hart,100829.4105343618,False
9,5,percent,Mark Dacascos,102560.55832337444,False
9,5,percent,Natalie Coughlin,87791.92486824052,True
9,5,percent,Louie Vito,87891.9248682405,False
9,5,percent,Michael Irvin,92024.15627319922,False
9,5,percent,Joanna Krupa,103828.79025637926,False
9,5,percent,Aaron Carter,95558.98355548856,False
9,5,percent,Mya,116121.14822564606,False
9,5,percent,Donny Osmond,114281.65840289621,False
9,5,percent,Kelly Osbourne,99111.44469217349,False
9,6,percent,Melissa Joan Hart,91977.43045413362,True
9,6,percent,Mark Dacascos,119072.9183609299,False
9,6,percent,Louie Vito,91977.04583741764,True
9,6,percent,Michael Irvin,99770.1493904684,False
9,6,percent,Joanna Krupa,129193.56508362468,False
9,6,percent,Aaron Carter,118584.93104890805,False
9,6,percent,Mya,127063.91294851474,False
9,6,percent,Donny Osmond,121506.2117213037,False
9,6,percent,Kelly Osbourne,100853.8351546993,False
9,7,percent,Mark Dacascos,131284.90919078316,True
9,7,percent,Michael Irvin,129537.15337669941,True
9,7,percent,Joanna Krupa,157303.20359711512,False
9,7,percent,Aaron Carter,148866.93063216354,False
9,7,percent,Mya,145640.79708310644,False
9,7,percent,Donny Osmond,148428.72926766425,False
9,7,percent,Kelly Osbourne,138938.27685246794,False
9,8,percent,Joanna Krupa,203870.09772632382,False
9,8,percent,Aaron Carter,194608.2986218923,True
9,8,percent,Mya,214589.20254358134,False
9,8,percent,Donny Osmond,194708.29862189232,False
9,8,percent,Kelly Osbourne,192224.10248631024,False
9,9,percent,Joanna Krupa,232903.4075042705,True
9,9,percent,Mya,269837.1700563505,False
9,9,percent,Donny Osmond,254879.1077019899,False
9,9,percent,Kelly Osbourne,242380.3147373891,False
9,10,percent,Mya,346413.53312215395,False
9,10,percent,Donny Osmond,344147.8134927264,False
9,10,percent,Kelly Osbourne,309438.6533851197,False
10,1,percent,Aiden Turner,71770.33492822968,False
10,1,percent,Shannen Doherty,86124.4019138756,False
10,1,percent,Niecy Nash,86124.4019138756,False
10,1,percent,Buzz Aldrin,66985.64593301437,False
10,1,percent,Chad Ochocinco,86124.4019138756,False
10,1,percent,Evan Lysacek,110047.84688995217,False
10,1,percent,Pamela Anderson,100478.46889952155,False
10,1,percent,Nicole Scherzinger,119617.2248803828,False
10,1,percent,Erin Andrews,100478.46889952155,False
10,1,percent,Kate Gosselin,76555.02392344498,False
10,1,percent,Jake Pavelka,95693.77990430624,False
10,2,percent,Aiden Turner,81034.15679927678,False
10,2,percent,Shannen Doherty,53390.09461714912,True
10,2,percent,Niecy Nash,92047.17326895686,False
10,2,percent,Buzz Aldrin,89853.7309807855,False
10,2,percent,Chad Ochocinco,77648.7710788969,False
10,2,percent,Evan Lysacek,109440.38316404991,False
10,2,percent,Pamela Anderson,100174.7370297571,False
10,2,percent,Nicole Scherzinger,124476.9347067254,False
10,2,percent,Erin Andrews,103060.18974899902,False
10,2,percent,Kate Gosselin,76217.36734442187,False
10,2,percent,Jake Pavelka,92656.4612609816,False
10,3,percent,Aiden Turner,93678.07749903412,False
10,3,percent,Niecy Nash,101119.70736045907,False
10,3,percent,Buzz Aldrin,75620.2321999419,True
10,3,percent,Chad Ochocinco,92336.95520523157,False
10,3,percent,Evan Lysacek,123404.12506181549,False
10,3,percent,Pamela Anderson,104339.44591584994,False
10,3,percent,Nicole Scherzinger,120124.40947107552,False
10,3,percent,Erin Andrews,111640.15496292186,False
10,3,percent,Kate Gosselin,76375.81521287638,False
10,3,percent,Jake Pavelka,101361.07711079417,False
10,4,percent,Aiden Turner,87846.52549899806,True
10,4,percent,Niecy Nash,101669.01845251129,False
10,4,percent,Chad Ochocinco,111582.80103555667,False
10,4,percent,Evan Lysacek,137663.27195984297,False
10,4,percent,Pamela Anderson,121505.90279344002,False
10,4,percent,Nicole Scherzinger,132963.5134489625,False
10,4,percent,Erin Andrews,110990.87107581191,False
10,4,percent,Kate Gosselin,90641.9432887555,False
10,4,percent,Jake Pavelka,105136.15244612121,False
10,5,percent,Niecy Nash,106826.56296723415,False
10,5,percent,Chad Ochocinco,110902.2679570844,False
10,5,percent,Evan Lysacek,154138.79232353708,False
10,5,percent,Pamela Anderson,125819.95448870986,False
10,5,percent,Nicole Scherzinger,159432.0845059416,False
10,5,percent,Erin Andrews,125109.78371054358,False
10,5,percent,Kate Gosselin,91455.01638090928,True
10,5,percent,Jake Pavelka,126315.53766603998,False
10,6,percent,Niecy Nash,121991.9882427743,False
10,6,percent,Chad Ochocinco,138628.76193306476,False
10,6,percent,Evan Lysacek,144130.07512081746,False
10,6,percent,Pamela Anderson,141673.55392749337,False
10,6,percent,Nicole Scherzinger,173442.26600911832,False
10,6,percent,Erin Andrews,153457.13997391638,False
10,6,percent,Jake Pavelka,126676.2147928154,True
10,7,percent,Niecy Nash,160352.73306698242,False
10,7,percent,Chad Ochocinco,164025.19219897952,False
10,7,percent,Evan Lysacek,170406.67261574313,False
10,7,percent,Pamela Anderson,153821.86489977984,True
10,7,percent,Nicole Scherzinger,183004.15452026675,False
10,7,percent,Erin Andrews,168389.38269824843,False
10,8,percent,Niecy Nash,177288.6723521151,True
10,8,percent,Chad Ochocinco,183856.90420980047,False
10,8,percent,Evan Lysacek,206447.82497263796,False
10,8,percent,Nicole Scherzinger,226852.7740405482,False
10,8,percent,Erin Andrews,205553.8244248982,False
10,9,percent,Chad Ochocinco,227609.1140117766,True
10,9,percent,Evan Lysacek,257264.68730398215,False
10,9,percent,Nicole Scherzinger,266565.4658924956,False
10,9,percent,Erin Andrews,248560.73279174577,False
10,10,percent,Evan Lysacek,328196.14316365344,False
10,10,percent,Nicole Scherzinger,346993.55669780035,False
10,10,percent,Erin Andrews,324810.30013854627,False
11,1,percent,David Hasselhoff,66012.62848751836,True
11,1,percent,Florence Henderson,79295.15418502204,False
11,1,percent,Kyle Massey,101321.58590308373,False
11,1,percent,Jennifer Grey,105726.87224669605,False
11,1,percent,Rick Fox,96916.29955947139,False
11,1,percent,Kurt Warner,83700.44052863435,False
11,1,percent,Margaret Cho,66112.62848751836,False
11,1,percent,Michael Bolton,70484.58149779736,False
11,1,percent,Brandy,101321.58590308373,False
11,1,percent,The Situation,66112.62848751836,False
11,1,percent,Audrina Patridge,83700.44052863435,False
11,1,percent,Bristol Palin,79295.15418502204,False
11,2,percent,Florence Henderson,85570.3816505138,False
11,2,percent,Kyle Massey,102898.25287140184,False
11,2,percent,Jennifer Grey,110323.10313621169,False
11,2,percent,Rick Fox,98301.45690639396,False
11,2,percent,Kurt Warner,92995.23191304988,False
11,2,percent,Margaret Cho,77449.48583338359,False
11,2,percent,Michael Bolton,62236.518228309484,True
11,2,percent,Brandy,100070.19857387363,False
11,2,percent,The Situation,77449.48583338359,False
11,2,percent,Audrina Patridge,98651.34051038005,False
11,2,percent,Bristol Palin,94054.54454309841,False
11,3,percent,Florence Henderson,90779.62160926557,False
11,3,percent,Kyle Massey,106192.98556018792,False
11,3,percent,Jennifer Grey,111990.14550539282,False
11,3,percent,Rick Fox,107182.8380935271,False
11,3,percent,Kurt Warner,102232.89015044435,False
11,3,percent,Margaret Cho,81876.0673702502,True
11,3,percent,Brandy,107890.13597730995,False
11,3,percent,The Situation,87532.17596736093,False
11,3,percent,Audrina Patridge,112978.86081125085,False
11,3,percent,Bristol Palin,91344.27895501022,False
11,4,percent,Florence Henderson,98181.52506011729,False
11,4,percent,Kyle Massey,113206.03423618368,False
11,4,percent,Jennifer Grey,143506.79636286458,False
11,4,percent,Rick Fox,111864.52112022263,False
11,4,percent,Kurt Warner,101113.70623000075,False
11,4,percent,Brandy,127865.70149853555,False
11,4,percent,The Situation,84634.46279789839,True
11,4,percent,Audrina Patridge,126452.52825859631,False
11,4,percent,Bristol Palin,93174.72443558078,False
11,5,percent,Florence Henderson,97848.92076142754,True
11,5,percent,Kyle Massey,115165.53394662899,False
11,5,percent,Jennifer Grey,144792.88474377964,False
11,5,percent,Rick Fox,128170.51309934397,False
11,5,percent,Kurt Warner,123675.17044374863,False
11,5,percent,Brandy,145035.68133506292,False
11,5,percent,Audrina Patridge,130878.85842506425,False
11,5,percent,Bristol Palin,114432.43724494401,False
11,6,percent,Kyle Massey,138629.90049432634,False
11,6,percent,Jennifer Grey,147533.21671166932,False
11,6,percent,Rick Fox,143887.01640597451,False
11,6,percent,Kurt Warner,158611.80357839278,False
11,6,percent,Brandy,169121.0575782056,False
11,6,percent,Audrina Patridge,110202.94456292749,True
11,6,percent,Bristol Palin,132014.06066850398,False
11,7,percent,Kyle Massey,158812.9652604682,False
11,7,percent,Jennifer Grey,171529.69214623957,False
11,7,percent,Rick Fox,153675.55302387234,True
11,7,percent,Kurt Warner,171829.29791908484,False
11,7,percent,Brandy,180784.61248737408,False
11,7,percent,Bristol Palin,163367.87916296104,False
11,8,percent,Kyle Massey,202443.7223077117,False
11,8,percent,Jennifer Grey,210437.17484587603,False
11,8,percent,Kurt Warner,184353.64467158527,True
11,8,percent,Brandy,214538.2285975814,False
11,8,percent,Bristol Palin,188227.22957724566,False
11,9,percent,Kyle Massey,252098.2273862173,False
11,9,percent,Jennifer Grey,261250.44141550563,False
11,9,percent,Brandy,234503.73577457722,True
11,9,percent,Bristol Palin,252147.59542370003,False
11,10,percent,Kyle Massey,329320.2333562765,False
11,10,percent,Jennifer Grey,353885.0779935306,False
11,10,percent,Bristol Palin,316794.6886501928,False
12,1,percent,Ralph Macchio,115942.02898550725,False
12,1,percent,Chelsea Kane,101449.27536231885,False
12,1,percent,Kirstie Alley,111111.11111111112,False
12,1,percent,Hines Ward,101449.27536231885,False
12,1,percent,Sugar Ray Leonard,82125.60386473431,False
12,1,percent,Chris Jericho,91787.43961352656,False
12,1,percent,Petra Nemcova,86956.52173913043,False
12,1,percent,Mike Catherwood,62801.93236714976,False
12,1,percent,Romeo,91787.43961352656,False
12,1,percent,Wendy Williams,67632.85024154591,False
12,1,percent,Kendra Wilkinson,86956.52173913043,False
12,2,percent,Ralph Macchio,104242.14976094518,False
12,2,percent,Chelsea Kane,90126.81159339969,False
12,2,percent,Kirstie Alley,99537.0370369142,False
12,2,percent,Hines Ward,104594.40418552575,False
12,2,percent,Sugar Ray Leonard,79986.91626346533,False
12,2,percent,Chris Jericho,100971.21578159016,False
12,2,percent,Petra Nemcova,84692.02898749632,False
12,2,percent,Mike Catherwood,72740.53945104669,True
12,2,percent,Romeo,100971.21578159016,False
12,2,percent,Wendy Williams,74552.13365756196,False
12,2,percent,Kendra Wilkinson,87585.54750046457,False
12,3,percent,Ralph Macchio,103489.13059760278,False
12,3,percent,Chelsea Kane,103621.76160021454,False
12,3,percent,Kirstie Alley,101586.30042981387,False
12,3,percent,Hines Ward,115313.83146180584,False
12,3,percent,Sugar Ray Leonard,90759.32772438602,False
12,3,percent,Chris Jericho,102166.30748834841,False
12,3,percent,Petra Nemcova,107264.96162983638,False
12,3,percent,Romeo,99245.7467444541,False
12,3,percent,Wendy Williams,73958.60251946287,True
12,3,percent,Kendra Wilkinson,102594.02980407537,False
12,4,percent,Ralph Macchio,117775.68737730102,False
12,4,percent,Chelsea Kane,120872.35342401372,False
12,4,percent,Kirstie Alley,107879.3621185274,False
12,4,percent,Hines Ward,122539.76380048037,False
12,4,percent,Sugar Ray Leonard,90961.68654718372,True
12,4,percent,Chris Jericho,111156.27239685867,False
12,4,percent,Petra Nemcova,113210.47891779312,False
12,4,percent,Romeo,109979.60207454168,False
12,4,percent,Kendra Wilkinson,105624.79334330025,False
12,5,percent,Ralph Macchio,119461.5706160586,False
12,5,percent,Chelsea Kane,133625.61719760162,False
12,5,percent,Kirstie Alley,118600.7497337712,False
12,5,percent,Hines Ward,137535.11326891588,False
12,5,percent,Chris Jericho,129617.50189278965,False
12,5,percent,Petra Nemcova,115963.67499629487,True
12,5,percent,Romeo,129132.0972982733,False
12,5,percent,Kendra Wilkinson,116063.6749962949,False
12,6,percent,Ralph Macchio,134007.8222812881,False
12,6,percent,Chelsea Kane,153904.96820391208,False
12,6,percent,Kirstie Alley,140587.11450153927,False
12,6,percent,Hines Ward,152091.11791204248,False
12,6,percent,Chris Jericho,131371.42957768074,True
12,6,percent,Romeo,151998.85878918177,False
12,6,percent,Kendra Wilkinson,136038.6887343555,False
12,7,percent,Ralph Macchio,167268.0166641361,False
12,7,percent,Chelsea Kane,172544.45972709564,False
12,7,percent,Kirstie Alley,161386.3284114778,False
12,7,percent,Hines Ward,175076.46763191873,False
12,7,percent,Romeo,165090.91904779314,False
12,7,percent,Kendra Wilkinson,158633.8085175786,True
12,8,percent,Ralph Macchio,203381.72894025422,False
12,8,percent,Chelsea Kane,209159.50246747973,False
12,8,percent,Kirstie Alley,199416.74250125448,False
12,8,percent,Hines Ward,207837.22022768052,False
12,8,percent,Romeo,180204.80586333116,True
12,9,percent,Ralph Macchio,220692.747754123,True
12,9,percent,Chelsea Kane,289825.04403921065,False
12,9,percent,Kirstie Alley,234836.48556829765,False
12,9,percent,Hines Ward,254645.72263836875,False
12,10,percent,Chelsea Kane,351772.07618073566,False
12,10,percent,Kirstie Alley,313384.01748169743,False
12,10,percent,Hines Ward,334843.90633756696,False
13,1,percent,Elisabetta Canalis,69124.42396313365,False
13,1,percent,David Arquette,82949.30875576037,False
13,1,percent,Ricki Lake,92165.89861751153,False
13,1,percent,J.R. Martinez,101382.48847926268,False
13,1,percent,Metta World Peace (Ron),64516.129032258075,True
13,1,percent,Hope Solo,96774.1935483871,False
13,1,percent,Chynna Phillips,101382.48847926268,False
13,1,percent,Kristin Cavallari,87557.60368663594,False
13,1,percent,Carson Kressley,78341.0138248848,False
13,1,percent,Chaz Bono,78341.0138248848,False
13,1,percent,Nancy Grace,73732.71889400922,False
13,1,percent,Rob Kardashian,73732.71889400922,False
13,2,percent,Elisabetta Canalis,71506.88441476175,True
13,2,percent,David Arquette,85059.79921296805,False
13,2,percent,Ricki Lake,101415.46504958672,False
13,2,percent,J.R. Martinez,102283.23144746498,False
13,2,percent,Hope Solo,92013.52083531406,False
13,2,percent,Chynna Phillips,99472.99500885145,False
13,2,percent,Kristin Cavallari,96766.2272359854,False
13,2,percent,Carson Kressley,85059.79921296804,False
13,2,percent,Chaz Bono,89544.10414570344,False
13,2,percent,Nancy Grace,88438.98667885938,False
13,2,percent,Rob Kardashian,88438.98675753684,False
13,3,percent,David Arquette,97759.67822369207,False
13,3,percent,Ricki Lake,112217.98016083482,False
13,3,percent,J.R. Martinez,109870.16567930375,False
13,3,percent,Hope Solo,100479.28140896812,False
13,3,percent,Chynna Phillips,108771.08112324623,False
13,3,percent,Kristin Cavallari,79542.6698179301,True
13,3,percent,Carson Kressley,95017.84064333218,False
13,3,percent,Chaz Bono,104959.12551413261,False
13,3,percent,Nancy Grace,92300.89766603135,False
13,3,percent,Rob Kardashian,99081.27976252881,False
13,4,percent,David Arquette,108606.51937127563,False
13,4,percent,Ricki Lake,132435.1661466003,False
13,4,percent,J.R. Martinez,122511.29914013871,False
13,4,percent,Hope Solo,112704.3223944349,False
13,4,percent,Chynna Phillips,100353.06062765533,True
13,4,percent,Carson Kressley,105237.74962287061,False
13,4,percent,Chaz Bono,105564.56102861918,False
13,4,percent,Nancy Grace,100453.06062765532,False
13,4,percent,Rob Kardashian,112134.26104074989,False
13,5,percent,David Arquette,128382.17766794335,False
13,5,percent,Ricki Lake,134990.2088235422,False
13,5,percent,J.R. Martinez,144151.51384417442,False
13,5,percent,Hope Solo,126765.79757445311,False
13,5,percent,Carson Kressley,107031.164240143,True
13,5,percent,Chaz Bono,113816.32526929931,False
13,5,percent,Nancy Grace,115010.1656976666,False
13,5,percent,Rob Kardashian,129852.646882778,False
13,6,percent,David Arquette,140510.15576537666,False
13,6,percent,Ricki Lake,165875.54314893516,False
13,6,percent,J.R. Martinez,169722.8099792402,False
13,6,percent,Hope Solo,128536.18031525027,False
13,6,percent,Chaz Bono,119333.02198824036,True
13,6,percent,Nancy Grace,138659.67345940342,False
13,6,percent,Rob Kardashian,137362.61534355386,False
13,7,percent,David Arquette,151326.37564111248,True
13,7,percent,Ricki Lake,183707.93101278253,False
13,7,percent,J.R. Martinez,174741.65472094956,False
13,7,percent,Hope Solo,161330.98703282626,False
13,7,percent,Nancy Grace,161665.28349094186,False
13,7,percent,Rob Kardashian,167227.76810138722,False
13,8,percent,Ricki Lake,206656.90986193897,False
13,8,percent,J.R. Martinez,222000.03673633756,False
13,8,percent,Hope Solo,196769.29965321036,False
13,8,percent,Nancy Grace,177611.9945798578,True
13,8,percent,Rob Kardashian,196961.75916865532,False
13,9,percent,Ricki Lake,270921.28857691126,False
13,9,percent,J.R. Martinez,248909.55402997855,False
13,9,percent,Hope Solo,218943.5635410863,True
13,9,percent,Rob Kardashian,261225.59385202394,False
13,10,percent,Ricki Lake,337175.2783649447,False
13,10,percent,J.R. Martinez,327839.281732482,False
13,10,percent,Rob Kardashian,334985.43990257324,False
14,1,percent,William Levy,88888.88888888889,False
14,1,percent,Jack Wagner,85185.18518518518,False
14,1,percent,Sherri Sheperd,85185.18518518518,False
14,1,percent,Jaleel White,96296.29629629629,False
14,1,percent,Roshon Fegan,85185.18518518518,False
14,1,percent,Melissa Gilbert,74074.07407407409,False
14,1,percent,Martina Navratilova,74074.07407407409,False
14,1,percent,Donald Driver,77777.77777777778,False
14,1,percent,Gavin DeGraw,74074.07407407409,False
14,1,percent,Gladys Knight,85185.18518518518,False
14,1,percent,Katherine Jenkins,96296.29629629629,False
14,1,percent,Maria Menounos,77777.77777777778,False
14,2,percent,William Levy,91418.83519335985,False
14,2,percent,Jack Wagner,80736.2660064588,False
14,2,percent,Sherri Sheperd,85383.10615571817,False
14,2,percent,Jaleel White,87226.3527462354,False
14,2,percent,Roshon Fegan,92353.36637733346,False
14,2,percent,Melissa Gilbert,74246.17926668217,False
14,2,percent,Martina Navratilova,67275.91904051938,True
14,2,percent,Donald Driver,84928.74845130947,False
14,2,percent,Gavin DeGraw,76569.59933903812,False
14,2,percent,Gladys Knight,76089.42585719941,False
14,2,percent,Katherine Jenkins,96520.0330424804,False
14,2,percent,Maria Menounos,87252.16852366543,False
14,3,percent,William Levy,99254.77442675989,False
14,3,percent,Jack Wagner,84418.10031370407,True
14,3,percent,Sherri Sheperd,87899.54924960971,False
14,3,percent,Jaleel White,90872.76600425449,False
14,3,percent,Roshon Fegan,92934.0723973894,False
14,3,percent,Melissa Gilbert,84518.10031370407,False
14,3,percent,Donald Driver,92181.16128097574,False
14,3,percent,Gavin DeGraw,84518.10031370407,False
14,3,percent,Gladys Knight,84518.10031370405,False
14,3,percent,Katherine Jenkins,103537.84448552156,False
14,3,percent,Maria Menounos,95347.43090067295,False
14,4,percent,William Levy,99666.85686330128,False
14,4,percent,Sherri Sheperd,88103.105879104,True
14,4,percent,Jaleel White,96232.71189727637,False
14,4,percent,Roshon Fegan,107804.82861095082,False
14,4,percent,Melissa Gilbert,93629.17799814384,False
14,4,percent,Donald Driver,110178.25533916315,False
14,4,percent,Gavin DeGraw,96311.07566286535,False
14,4,percent,Gladys Knight,92494.95137266626,False
14,4,percent,Katherine Jenkins,106785.4443895548,False
14,4,percent,Maria Menounos,108793.59198697416,False
14,5,percent,William Levy,121901.25009484169,False
14,5,percent,Jaleel White,106538.13139172168,False
14,5,percent,Roshon Fegan,116877.29821400583,False
14,5,percent,Melissa Gilbert,97096.94260567566,False
14,5,percent,Donald Driver,120643.50272742253,False
14,5,percent,Gavin DeGraw,92619.46412035801,True
14,5,percent,Gladys Knight,99420.6923647194,False
14,5,percent,Katherine Jenkins,124828.63183973273,False
14,5,percent,Maria Menounos,120074.08664152259,False
14,6,percent,William Levy,137588.5882803736,False
14,6,percent,Jaleel White,133661.3589961219,False
14,6,percent,Roshon Fegan,116131.91974223648,False
14,6,percent,Melissa Gilbert,112802.60182694044,False
14,6,percent,Donald Driver,132223.57289835074,False
14,6,percent,Gladys Knight,99228.03226360335,True
14,6,percent,Katherine Jenkins,146065.62874723622,False
14,6,percent,Maria Menounos,122298.29724513732,False
14,7,percent,William Levy,147609.35764323248,False
14,7,percent,Jaleel White,129258.75268948304,True
14,7,percent,Roshon Fegan,136832.33093686544,False
14,7,percent,Melissa Gilbert,140257.93525079094,False
14,7,percent,Donald Driver,145325.0519612444,False
14,7,percent,Katherine Jenkins,152898.4529672621,False
14,7,percent,Maria Menounos,147818.11855112156,False
14,8,percent,William Levy,172534.05807227633,False
14,8,percent,Roshon Fegan,160836.80670767912,True
14,8,percent,Melissa Gilbert,157861.80392602197,True
14,8,percent,Donald Driver,167714.13133530685,False
14,8,percent,Katherine Jenkins,170942.08132443123,False
14,8,percent,Maria Menounos,170111.1186342846,False
14,9,percent,William Levy,252574.40801832904,False
14,9,percent,Donald Driver,250624.4726895425,False
14,9,percent,Katherine Jenkins,254972.29877649902,False
14,9,percent,Maria Menounos,241828.8205156294,True
14,10,percent,William Levy,332481.9589168212,False
14,10,percent,Donald Driver,331517.49895305536,False
14,10,percent,Katherine Jenkins,336000.5421301234,False
15,1,percent,Gilles Marini,86799.2766726944,False
15,1,percent,Sabrina Bryan,81374.321880651,False
15,1,percent,Kirstie Alley,68716.09403254972,False
15,1,percent,Kelly Monaco,77757.68535262207,False
15,1,percent,Apolo Anton Ohno,79566.00361663652,False
15,1,percent,Emmitt Smith,88607.59493670885,False
15,1,percent,Shawn Johnson,79566.00361663652,False
15,1,percent,Pamela Anderson,61482.82097649186,True
15,1,percent,Helio Castroneves,77757.68535262207,False
15,1,percent,Joey Fatone,74141.04882459312,False
15,1,percent,Drew Lachey,77757.68535262207,False
15,1,percent,Bristol Palin,70524.4122965642,False
15,1,percent,Melissa Rycroft,75949.3670886076,False
15,2,percent,Gilles Marini,92424.53647676283,False
15,2,percent,Sabrina Bryan,91559.09761244267,False
15,2,percent,Kirstie Alley,75155.61583220966,False
15,2,percent,Kelly Monaco,80817.88274852415,False
15,2,percent,Apolo Anton Ohno,87361.28890977256,False
15,2,percent,Emmitt Smith,86067.1566630254,False
15,2,percent,Shawn Johnson,88534.08763563886,False
15,2,percent,Helio Castroneves,83163.4802022888,False
15,2,percent,Joey Fatone,66432.47910898241,True
15,2,percent,Drew Lachey,81990.68147642253,False
15,2,percent,Bristol Palin,82836.82693506937,False
15,2,percent,Melissa Rycroft,83656.86639886071,False
15,3,percent,Gilles Marini,94664.45827845734,False
15,3,percent,Sabrina Bryan,94290.09269234014,False
15,3,percent,Kirstie Alley,86463.51082447828,False
15,3,percent,Kelly Monaco,92860.44293029905,False
15,3,percent,Apolo Anton Ohno,92474.2334795725,False
15,3,percent,Emmitt Smith,90842.18964193344,False
15,3,percent,Shawn Johnson,95126.0287360905,False
15,3,percent,Helio Castroneves,80967.82737124086,True
15,3,percent,Drew Lachey,86363.51082447828,True
15,3,percent,Bristol Palin,91859.19427771568,False
15,3,percent,Melissa Rycroft,94088.51094339398,False
15,4,percent,Gilles Marini,119406.40568878113,False
15,4,percent,Sabrina Bryan,111481.49151343976,False
15,4,percent,Kirstie Alley,103596.97770865729,False
15,4,percent,Kelly Monaco,114712.59777710393,False
15,4,percent,Apolo Anton Ohno,108721.22001098265,False
15,4,percent,Emmitt Smith,110891.3293190776,False
15,4,percent,Shawn Johnson,119615.19041893614,False
15,4,percent,Bristol Palin,97276.13789528249,True
15,4,percent,Melissa Rycroft,114298.64966773898,False
15,5,percent,Gilles Marini,129045.74086444858,False
15,5,percent,Sabrina Bryan,128565.80530936118,False
15,5,percent,Kirstie Alley,116854.05852376329,False
15,5,percent,Kelly Monaco,120065.51761801417,False
15,5,percent,Apolo Anton Ohno,124607.01403142845,False
15,5,percent,Emmitt Smith,124805.4607697836,False
15,5,percent,Shawn Johnson,129132.47200838293,False
15,5,percent,Melissa Rycroft,126923.93087481779,False
15,6,percent,Gilles Marini,124441.4616169314,False
15,6,percent,Sabrina Bryan,112683.05511423109,True
15,6,percent,Kirstie Alley,123845.00201688598,False
15,6,percent,Kelly Monaco,126057.39139741693,False
15,6,percent,Apolo Anton Ohno,129660.25970481632,False
15,6,percent,Emmitt Smith,128269.7807779479,False
15,6,percent,Shawn Johnson,125878.89100656277,False
15,6,percent,Melissa Rycroft,129164.15836520762,False
15,7,percent,Gilles Marini,139110.07558515118,False
15,7,percent,Kirstie Alley,124653.67012818991,False
15,7,percent,Kelly Monaco,146250.15044937737,False
15,7,percent,Apolo Anton Ohno,140024.8469384253,False
15,7,percent,Emmitt Smith,143310.91930649424,False
15,7,percent,Shawn Johnson,151339.49985677496,False
15,7,percent,Melissa Rycroft,155310.83773558706,False
15,8,percent,Gilles Marini,139843.80579279584,True
15,8,percent,Kirstie Alley,126732.14883712048,True
15,8,percent,Kelly Monaco,144682.9282422055,False
15,8,percent,Apolo Anton Ohno,144355.9127353442,False
15,8,percent,Emmitt Smith,144876.92496459803,False
15,8,percent,Shawn Johnson,147191.99349496374,False
15,8,percent,Melissa Rycroft,152316.28593297213,False
15,9,percent,Kelly Monaco,202762.57704731097,False
15,9,percent,Apolo Anton Ohno,192024.256540246,True
15,9,percent,Emmitt Smith,193723.92229901985,True
15,9,percent,Shawn Johnson,206068.30450601192,False
15,9,percent,Melissa Rycroft,205420.9396074113,False
15,10,percent,Kelly Monaco,331987.0932370835,False
15,10,percent,Shawn Johnson,332813.71482353396,False
15,10,percent,Melissa Rycroft,335199.1919393825,False
16,1,percent,Ingo Rademacher,87336.24454148473,False
16,1,percent,Zendaya,104803.49344978167,False
16,1,percent,Dorothy Hamill,91703.05676855896,False
16,1,percent,Victor Ortiz,78602.62008733625,False
16,1,percent,Alexandra Raisman,91703.05676855896,False
