Season,Week,Contestant,Judge_Score_Z,Trend,Vote_Mean,Vote_Std,Vote_CI_Lower,Vote_CI_Upper
12,3,Chris Jericho,0.22016736033038012,,,,,
12,3,Chelsea Kane,0.5050898266402837,,,,,
12,4,Sugar Ray Leonard,0.23901185287256216,,,,,
12,4,Romeo,0.44934228340041665,,,,,
12,4,Ralph Macchio,0.6596727139282711,,,,,
12,4,Petra Nemcova,0.44934228340041665,,,,,
12,4,Mike Catherwood,-1.969457667669909,,,,,
12,4,Wendy Williams,-1.969457667669909,,,,,
12,4,Kendra Wilkinson,-0.07648379291921943,,,,,
12,4,Hines Ward,0.6596727139282711,,,,,
12,4,Chris Jericho,0.44934228340041665,,,,,
12,4,Chelsea Kane,0.764837929192198,,,,,
12,4,Kirstie Alley,0.34417706813648924,,,,,
12,5,Wendy Williams,-1.537061044136003,,,,,
12,5,Sugar Ray Leonard,-1.537061044136003,,,,,
12,5,Romeo,0.7289155467036713,,,,,
12,5,Ralph Macchio,0.38030376349756767,,,,,
12,5,Petra Nemcova,0.38030376349756767,,,,,
12,5,Mike Catherwood,-1.537061044136003,,,,,
12,5,Kendra Wilkinson,0.38030376349756767,,,,,
12,5,Hines Ward,0.8160684925051974,,,,,
12,5,Chris Jericho,0.7289155467036713,,,,,
12,5,Chelsea Kane,0.7289155467036713,,,,,
12,5,Kirstie Alley,0.4674567092990938,,,,,
12,6,Ralph Macchio,0.5835331691280563,,,,,
12,6,Wendy Williams,-1.2504282195601204,,,,,
12,6,Sugar Ray Leonard,-1.2504282195601204,,,,,
12,6,Romeo,0.8891934005760859,,,,,
12,6,Petra Nemcova,-1.2504282195601204,,,,,
12,6,Mike Catherwood,-1.2504282195601204,,,,,
12,6,Kirstie Alley,0.7363632848520709,,,,,
12,6,Kendra Wilkinson,0.6599482269900638,,,,,
12,6,Hines Ward,0.8127783427140783,,,,,
12,6,Chris Jericho,0.4307030534040415,,,,,
12,6,Chelsea Kane,0.8891934005760859,,,,,
12,7,Sugar Ray Leonard,-1.0424910714726894,,,,,
12,7,Romeo,0.7825596106810904,,,,,
12,7,Ralph Macchio,0.9650646788964684,,,,,
12,7,Petra Nemcova,-1.0424910714726894,,,,,
12,7,Mike Catherwood,-1.0424910714726894,,,,,
12,7,Wendy Williams,-1.0424910714726894,,,,,
12,7,Kendra Wilkinson,0.81297712205032,,,,,
12,7,Hines Ward,0.9650646788964684,,,,,
12,7,Chris Jericho,-1.0424910714726894,,,,,
12,7,Chelsea Kane,0.9042296561580091,,,,,
12,7,Kirstie Alley,0.7825596106810904,,,,,
12,8,Wendy Williams,-0.8674525491330899,,,,,
12,8,Sugar Ray Leonard,-0.8674525491330899,,,,,
12,8,Romeo,1.0409430589597077,,,,,
12,8,Ralph Macchio,0.8207435657182314,,,,,
12,8,Petra Nemcova,-0.8674525491330899,,,,,
12,8,Mike Catherwood,-0.8674525491330899,,,,,
12,8,Kendra Wilkinson,-0.8674525491330899,,,,,
12,8,Hines Ward,1.1143428900402002,,,,,
12,8,Chris Jericho,-0.8674525491330899,,,,,
12,8,Chelsea Kane,1.151042805580446,,,,,
12,8,Kirstie Alley,1.077642974499954,,,,,
12,9,Ralph Macchio,0.8816052017405903,,,,,
12,9,Wendy Williams,-0.7070894962765827,,,,,
12,9,Sugar Ray Leonard,-0.7070894962765827,,,,,
12,9,Romeo,-0.7070894962765827,,,,,
12,9,Petra Nemcova,-0.7070894962765827,,,,,
12,9,Hines Ward,1.2787788762448837,,,,,
12,9,Kirstie Alley,1.080192038992737,,,,,
12,9,Kendra Wilkinson,-0.7070894962765827,,,,,
12,9,Chris Jericho,-0.7070894962765827,,,,,
12,9,Chelsea Kane,1.7090503569578679,,,,,
12,9,Mike Catherwood,-0.7070894962765827,,,,,
12,10,Wendy Williams,-0.583582026416311,,,,,
12,10,Sugar Ray Leonard,-0.583582026416311,,,,,
12,10,Ralph Macchio,-0.583582026416311,,,,,
12,10,Petra Nemcova,-0.583582026416311,,,,,
12,10,Mike Catherwood,-0.583582026416311,,,,,
12,10,Romeo,-0.583582026416311,,,,,
12,10,Kendra Wilkinson,-0.583582026416311,,,,,
12,10,Hines Ward,1.5970555553677257,,,,,
12,10,Chris Jericho,-0.583582026416311,,,,,
12,10,Chelsea Kane,1.5970555553677257,,,,,
12,10,Kirstie Alley,1.4745451005950367,,,,,
12,11,Sugar Ray Leonard,0.0,,,,,
12,11,Chelsea Kane,0.0,,,,,
12,11,Chris Jericho,0.0,,,,,
12,11,Hines Ward,0.0,,,,,
12,11,Kendra Wilkinson,0.0,,,,,
12,11,Kirstie Alley,0.0,,,,,
12,11,Mike Catherwood,0.0,,,,,
12,11,Petra Nemcova,0.0,,,,,
12,11,Ralph Macchio,0.0,,,,,
12,11,Romeo,0.0,,,,,
12,11,Wendy Williams,0.0,,,,,
13,1,Carson Kressley,-0.399428874796607,0.0,0.7047817422884741,0.23091589684570105,0.3866968444311458,1.2998507125403995
13,1,Rob Kardashian,-0.7681324515319375,0.0,0.5166561607315145,0.1812449004052284,0.28707773063269537,0.9272215343619893
13,1,Ricki Lake,0.7066818554093828,0.0,2.121163993160904,0.6746488497063264,1.216275650578582,3.7505192253223085
13,1,Nancy Grace,-0.7681324515319375,0.0,0.49646474285488407,0.14747606140710331,0.29028432863476733,0.8450629949679699
13,1,Kristin Cavallari,0.3379782786740522,0.0,1.5150296436658663,0.465042422534824,0.8322038934291017,2.49191094003376
13,1,J.R. Martinez,1.444089008880042,0.0,4.197312429602055,1.1214513637655172,2.257233144419058,6.283863024956272
13,1,Metta World Peace (Ron),-1.5055396050025966,0.0,0.23838593057186,0.06529620271099566,0.13894112901519093,0.38542314901497626
13,1,Elisabetta Canalis,-1.1368360282672672,0.0,0.3635262377656893,0.11253455505481644,0.19143232625377063,0.6004618856181521
13,1,David Arquette,-0.030725298061277384,0.0,1.0391928503319787,0.30853377283556593,0.5959069350269153,1.8511511350261403
13,1,Chynna Phillips,1.444089008880042,0.0,4.074082822192274,1.1396228328445681,2.424570711194879,6.59150093095677
13,1,Chaz Bono,-0.399428874796607,0.0,0.6798491446497049,0.20283964689933104,0.33094706676546926,1.1376096588603137
13,1,Hope Solo,1.0753854321447123,0.0,2.942540128231043,0.7934009511779514,1.8235721176380832,4.752688096947692
13,2,Kristin Cavallari,0.5563121089966685,,,,,
13,2,Rob Kardashian,0.39348905270496065,,,,,
13,2,Ricki Lake,0.719135165288377,,,,,
13,2,Nancy Grace,0.39348905270496065,,,,,
13,2,Metta World Peace (Ron),-3.0257951294209087,,,,,
13,2,J.R. Martinez,0.5563121089966685,,,,,
13,2,Chynna Phillips,0.39348905270496065,,,,,
13,2,Elisabetta Canalis,0.39348905270496065,,,,,
13,2,David Arquette,-0.09498011617016357,,,,,
13,2,Chaz Bono,-0.2578031724618715,,,,,
13,2,Carson Kressley,-0.09498011617016357,,,,,
13,2,Hope Solo,0.06784294012154435,,,,,
13,3,Kristin Cavallari,0.44613429891925643,,,,,
13,3,Rob Kardashian,0.44613429891925643,,,,,
13,3,Ricki Lake,0.7610526275681433,,,,,
13,3,Nancy Grace,0.1312159702703696,,,,,
13,3,J.R. Martinez,0.6560798513518474,,,,,
13,3,Metta World Peace (Ron),-2.073212330271838,,,,,
13,3,Elisabetta Canalis,-2.073212330271838,,,,,
13,3,David Arquette,0.44613429891925643,,,,,
13,3,Hope Solo,0.44613429891925643,,,,,
13,3,Chynna Phillips,0.6560798513518474,,,,,
13,3,Chaz Bono,-0.18370235837851723,,,,,
13,3,Carson Kressley,0.3411615227029609,,,,,
13,4,Ricki Lake,1.0734194456359463,,,,,
13,4,Nancy Grace,0.3320650083621995,,,,,
13,4,Metta World Peace (Ron),-1.6139903894813863,,,,,
13,4,Kristin Cavallari,-1.6139903894813863,,,,,
13,4,J.R. Martinez,0.7954115316582911,,,,,
13,4,Rob Kardashian,0.6100729223398546,,,,,
13,4,Elisabetta Canalis,-1.6139903894813863,,,,,
13,4,David Arquette,0.5174036176806363,,,,,
13,4,Chynna Phillips,0.3320650083621995,,,,,
13,4,Chaz Bono,0.3320650083621995,,,,,
13,4,Carson Kressley,0.2393957037029812,,,,,
13,4,Hope Solo,0.6100729223398546,,,,,
13,5,Rob Kardashian,0.7922477374143374,,,,,
13,5,Ricki Lake,0.7073640512628011,,,,,
13,5,Nancy Grace,0.5375966789597287,,,,,
13,5,Metta World Peace (Ron),-1.3298444163740661,,,,,
13,5,Kristin Cavallari,-1.3298444163740661,,,,,
13,5,J.R. Martinez,1.0468987958689457,,,,,
13,5,Hope Solo,0.7073640512628011,,,,,
13,5,David Arquette,0.7922477374143374,,,,,
13,5,Chynna Phillips,-1.3298444163740661,,,,,
13,5,Chaz Bono,0.4527129928081927,,,,,
13,5,Carson Kressley,0.28294562050512034,,,,,
13,5,Elisabetta Canalis,-1.3298444163740661,,,,,
13,6,Kristin Cavallari,-1.101260400751969,,,,,
13,6,Rob Kardashian,0.6501416823716445,,,,,
13,6,Ricki Lake,1.2074059815473397,,,,,
13,6,Nancy Grace,0.8093600535647004,,,,,
13,6,Metta World Peace (Ron),-1.101260400751969,,,,,
13,6,J.R. Martinez,1.2074059815473397,,,,,
13,6,Hope Solo,0.49092331117858884,,,,,
13,6,Elisabetta Canalis,-1.101260400751969,,,,,
13,6,David Arquette,0.7297508679681726,,,,,
13,6,Chynna Phillips,-1.101260400751969,,,,,
13,6,Chaz Bono,0.4113141255820608,,,,,
13,6,Carson Kressley,-1.101260400751969,,,,,
13,7,Rob Kardashian,1.0387027909720397,,,,,
13,7,Ricki Lake,1.116849709415077,,,,,
13,7,Nancy Grace,0.7651885764214084,,,,,
13,7,Metta World Peace (Ron),-0.9540436293254158,,,,,
13,7,Kristin Cavallari,-0.9540436293254158,,,,,
13,7,J.R. Martinez,0.9214824133074834,,,,,
13,7,Elisabetta Canalis,-0.9540436293254158,,,,,
13,7,David Arquette,0.8824089540859645,,,,,
13,7,Chynna Phillips,-0.9540436293254158,,,,,
13,7,Chaz Bono,-0.9540436293254158,,,,,
13,7,Carson Kressley,-0.9540436293254158,,,,,
13,7,Hope Solo,0.9996293317505209,,,,,
13,8,Kristin Cavallari,-0.8025960968834,,,,,
13,8,Rob Kardashian,1.0938857999993832,,,,,
13,8,Ricki Lake,1.1310717195461044,,,,,
13,8,Nancy Grace,0.8335843631723344,,,,,
13,8,Metta World Peace (Ron),-0.8025960968834,,,,,
13,8,J.R. Martinez,1.4285590759198743,,,,,
13,8,Carson Kressley,-0.8025960968834,,,,,
13,8,Elisabetta Canalis,-0.8025960968834,,,,,
13,8,David Arquette,-0.8025960968834,,,,,
13,8,Chynna Phillips,-0.8025960968834,,,,,
13,8,Chaz Bono,-0.8025960968834,,,,,
13,8,Hope Solo,1.1310717195461044,,,,,
13,9,Kristin Cavallari,-0.6695788849554369,,,,,
13,9,Rob Kardashian,1.5340941950431835,,,,,
13,9,Ricki Lake,1.6019067184219922,,,,,
13,9,Nancy Grace,-0.6695788849554369,,,,,
13,9,Metta World Peace (Ron),-0.6695788849554369,,,,,
13,9,J.R. Martinez,1.2289819135713655,,,,,
13,9,David Arquette,-0.6695788849554369,,,,,
13,9,Elisabetta Canalis,-0.6695788849554369,,,,,
13,9,Chynna Phillips,-0.6695788849554369,,,,,
13,9,Chaz Bono,-0.6695788849554369,,,,,
13,9,Carson Kressley,-0.6695788849554369,,,,,
13,9,Hope Solo,0.9916482526069543,,,,,
13,10,Rob Kardashian,1.6713697861953372,,,,,
13,10,Ricki Lake,1.645206021054887,,,,,
13,10,Metta World Peace (Ron),-0.552762198435341,,,,,
13,10,Kristin Cavallari,-0.552762198435341,,,,,
13,10,J.R. Martinez,1.6582839786678452,,,,,
13,10,Nancy Grace,-0.552762198435341,,,,,
13,10,Elisabetta Canalis,-0.552762198435341,,,,,
13,10,David Arquette,-0.552762198435341,,,,,
13,10,Chynna Phillips,-0.552762198435341,,,,,
13,10,Chaz Bono,-0.552762198435341,,,,,
13,10,Carson Kressley,-0.552762198435341,,,,,
13,10,Hope Solo,-0.552762198435341,,,,,
13,11,Nancy Grace,0.0,,,,,
13,11,Metta World Peace (Ron),0.0,,,,,
13,11,Kristin Cavallari,0.0,,,,,
13,11,J.R. Martinez,0.0,,,,,
13,11,Hope Solo,0.0,,,,,
13,11,Chynna Phillips,0.0,,,,,
13,11,David Arquette,0.0,,,,,
13,11,Chaz Bono,0.0,,,,,
13,11,Carson Kressley,0.0,,,,,
13,11,Ricki Lake,0.0,,,,,
13,11,Elisabetta Canalis,0.0,,,,,
13,11,Rob Kardashian,0.0,,,,,
14,1,Donald Driver,-0.6966305460192374,0.0,0.5275317141476707,0.1615323386673454,0.295317508697939,0.9387953869758972
14,1,William Levy,0.6966305460192349,0.0,1.9456669376378626,0.6024589084777191,1.0231222953145733,3.256610806309035
14,1,Sherri Sheperd,0.23221018200641122,0.0,1.2434419572863378,0.34042958711639854,0.6978108797783058,1.8953198543866188
14,1,Roshon Fegan,0.23221018200641122,0.0,1.261299933474071,0.35274219191163564,0.6660529245076268,1.9484301982587067
14,1,Martina Navratilova,-1.1610509100320612,0.0,0.35627280069240874,0.10885851060625938,0.21184574121925756,0.6392846379566309
14,1,Maria Menounos,-0.6966305460192374,0.0,0.5124371514573993,0.14190375521364013,0.29548076560834663,0.832995922480136
14,1,Melissa Gilbert,-1.1610509100320612,0.0,0.3448931615597287,0.11253682940545169,0.18093686735754813,0.6061664563943244
14,1,Jaleel White,1.6254712740448822,0.0,4.984453967948294,1.5823407668556473,2.642066574899685,9.278039396307994
14,1,Jack Wagner,0.23221018200641122,0.0,1.3616253627868908,0.3945351734633449,0.7310211637898628,2.29350906482289
14,1,Gladys Knight,0.23221018200641122,0.0,1.3152355034583387,0.3746799248807732,0.6930918259443022,2.006174071283203
14,1,Gavin DeGraw,-1.1610509100320612,0.0,0.33658336283230805,0.09779184600851334,0.1976376123824888,0.5459016198869538
14,1,Katherine Jenkins,1.6254712740448822,0.0,5.3727834078006165,1.5661858722191873,3.0476727710043923,9.697545174089695
14,2,Martina Navratilova,-1.863724191633868,,,,,
14,2,William Levy,0.8888530760099992,,,,,
14,2,Sherri Sheperd,0.20070875909903216,,,,,
14,2,Roshon Fegan,1.2329252344654813,,,,,
14,2,Melissa Gilbert,-0.8315077162674179,,,,,
14,2,Maria Menounos,0.8888530760099992,,,,,
14,2,Gladys Knight,-1.1755798747229018,,,,,
14,2,Jaleel White,-0.14336339935645181,,,,,
14,2,Jack Wagner,-0.48743555781193487,,,,,
14,2,Gavin DeGraw,-0.48743555781193487,,,,,
14,2,Donald Driver,0.5447809175545152,,,,,
14,2,Katherine Jenkins,1.2329252344654813,,,,,
14,3,Martina Navratilova,-3.091397352113196,,,,,
14,3,William Levy,0.6182794704226404,,,,,
14,3,Sherri Sheperd,0.08832563863180637,,,,,
14,3,Roshon Fegan,0.22081409657951506,,,,,
14,3,Maria Menounos,0.48579101247493167,,,,,
14,3,Melissa Gilbert,0.08832563863180637,,,,,
14,3,Jaleel White,0.22081409657951506,,,,,
14,3,Jack Wagner,0.08832563863180637,,,,,
14,3,Katherine Jenkins,0.7507679283703483,,,,,
14,3,Gladys Knight,0.08832563863180637,,,,,
14,3,Gavin DeGraw,0.08832563863180637,,,,,
14,3,Donald Driver,0.35330255452722303,,,,,
14,4,Sherri Sheperd,0.16993622276268114,,,,,
14,4,Roshon Fegan,0.7065769262237794,,,,,
14,4,Melissa Gilbert,0.27726436345490074,,,,,
14,4,Martina Navratilova,-2.0839547317739324,,,,,
14,4,Maria Menounos,0.7065769262237794,,,,,
14,4,William Levy,0.27726436345490074,,,,,
14,4,Jaleel White,0.27726436345490074,,,,,
14,4,Jack Wagner,-2.0839547317739324,,,,,
14,4,Gladys Knight,0.06260808207046155,,,,,
14,4,Gavin DeGraw,0.3845925041471206,,,,,
14,4,Donald Driver,0.8139050669159993,,,,,
14,4,Katherine Jenkins,0.4919206448393402,,,,,
14,5,William Levy,0.885878656929529,,,,,
14,5,Sherri Sheperd,-1.6002969286468915,,,,,
14,5,Roshon Fegan,0.6286880791112787,,,,,
14,5,Melissa Gilbert,0.20003711608086142,,,,,
14,5,Martina Navratilova,-1.6002969286468915,,,,,
14,5,Maria Menounos,0.7144182717173623,,,,,
14,5,Katherine Jenkins,0.885878656929529,,,,,
14,5,Jack Wagner,-1.6002969286468915,,,,,
14,5,Gladys Knight,0.2857673086869448,,,,,
14,5,Gavin DeGraw,0.02857673086869439,,,,,
14,5,Donald Driver,0.7144182717173623,,,,,
14,5,Jaleel White,0.45722769389911183,,,,,
14,6,Martina Navratilova,-1.3117651661742866,,,,,
14,6,William Levy,0.884684792361616,,,,,
14,6,Sherri Sheperd,-1.3117651661742866,,,,,
14,6,Roshon Fegan,0.39657259907609027,,,,,
14,6,Melissa Gilbert,0.5186097992722989,,,,,
14,6,Maria Menounos,0.5186036980224139,,,,,
14,6,Katherine Jenkins,1.0677161876563896,,,,,
14,6,Jaleel White,0.945685088710066,,,,,
14,6,Jack Wagner,-1.3117651661742866,,,,,
14,6,Gladys Knight,0.1525348061829818,,,,,
14,6,Gavin DeGraw,-1.3117651661742866,,,,,
14,6,Donald Driver,0.7626536934152921,,,,,
14,7,William Levy,0.8274697798464545,,,,,
14,7,Sherri Sheperd,-1.128927171760776,,,,,
14,7,Roshon Fegan,0.7905566298161292,,,,,
14,7,Melissa Gilbert,0.6059908796645037,,,,,
14,7,Martina Navratilova,-1.128927171760776,,,,,
14,7,Maria Menounos,0.9751223799677549,,,,,
14,7,Jaleel White,0.7536434797858041,,,,,
14,7,Jack Wagner,-1.128927171760776,,,,,
14,7,Gladys Knight,-1.128927171760776,,,,,
14,7,Gavin DeGraw,-1.128927171760776,,,,,
14,7,Donald Driver,0.8274697798464545,,,,,
14,7,Katherine Jenkins,0.8643829298767796,,,,,
14,8,Martina Navratilova,-0.9561671054165721,,,,,
14,8,William Levy,1.043888858207083,,,,,
14,8,Sherri Sheperd,-0.9561671054165721,,,,,
14,8,Roshon Fegan,1.008800157090879,,,,,
14,8,Melissa Gilbert,0.8333566515098563,,,,,
14,8,Maria Menounos,0.9035340537422654,,,,,
14,8,Donald Driver,0.9737114559746741,,,,,
14,8,Jaleel White,-0.9561671054165721,,,,,
14,8,Jack Wagner,-0.9561671054165721,,,,,
14,8,Gladys Knight,-0.9561671054165721,,,,,
14,8,Gavin DeGraw,-0.9561671054165721,,,,,
14,8,Katherine Jenkins,0.9737114559746741,,,,,
14,9,Martina Navratilova,-0.6768113151161751,,,,,
14,9,William Levy,1.3712785775832068,,,,,
14,9,Sherri Sheperd,-0.6768113151161751,,,,,
14,9,Roshon Fegan,-0.6768113151161751,,,,,
14,9,Melissa Gilbert,-0.6768113151161751,,,,,
14,9,Maria Menounos,1.4065904722849205,,,,,
14,9,Jack Wagner,-0.6768113151161751,,,,,
14,9,Jaleel White,-0.6768113151161751,,,,,
14,9,Gladys Knight,-0.6768113151161751,,,,,
14,9,Gavin DeGraw,-0.6768113151161751,,,,,
14,9,Donald Driver,1.3359666828814933,,,,,
14,9,Katherine Jenkins,1.30065478817978,,,,,
14,10,William Levy,1.6500297793321557,,,,,
14,10,Sherri Sheperd,-0.5527605329627149,,,,,
14,10,Melissa Gilbert,-0.5527605329627149,,,,,
14,10,Martina Navratilova,-0.5527605329627149,,,,,
14,10,Maria Menounos,-0.5527605329627149,,,,,
14,10,Roshon Fegan,-0.5527605329627149,,,,,
14,10,Jaleel White,-0.5527605329627149,,,,,
14,10,Jack Wagner,-0.5527605329627149,,,,,
14,10,Gladys Knight,-0.5527605329627149,,,,,
14,10,Gavin DeGraw,-0.5527605329627149,,,,,
14,10,Donald Driver,1.6500297793321557,,,,,
14,10,Katherine Jenkins,1.6747852380001227,,,,,
14,11,Roshon Fegan,0.0,,,,,
14,11,Melissa Gilbert,0.0,,,,,
14,11,Martina Navratilova,0.0,,,,,
14,11,Maria Menounos,0.0,,,,,
14,11,Katherine Jenkins,0.0,,,,,
14,11,Gladys Knight,0.0,,,,,
14,11,Jack Wagner,0.0,,,,,
14,11,Gavin DeGraw,0.0,,,,,
14,11,Donald Driver,0.0,,,,,
14,11,Sherri Sheperd,0.0,,,,,
14,11,Jaleel White,0.0,,,,,
14,11,William Levy,0.0,,,,,
15,1,Apolo Anton Ohno,0.3661187624285872,0.0,1.4505541113561526,0.40432532648745423,0.871426717667866,2.482355331143871
15,1,Shawn Johnson,0.3661187624285872,0.0,1.470796799409689,0.447795063037161,0.7660788515907077,2.6118252464493024
15,1,Sabrina Bryan,0.6166210735639368,0.0,1.8796159969374502,0.582613440766566,1.0468375091341344,3.3208164078395233
15,1,Pamela Anderson,-2.138904348924903,0.0,0.13155043105633266,0.03718994333496595,0.07392938965873684,0.22505023253381726
15,1,Kirstie Alley,-1.1368951043835076,0.0,0.3702529297642441,0.12186953109444931,0.22943702533977017,0.6847403685411984
15,1,Kelly Monaco,0.11561645129323898,0.0,1.1543446052359807,0.35769118012352885,0.6161660112089714,1.9120143341189086
15,1,Melissa Rycroft,-0.13488585984211057,0.0,0.9304609261862964,0.28310938126035146,0.5008605251087059,1.5312546815867727
15,1,Helio Castroneves,0.11561645129323898,0.0,1.1254457183049416,0.3767444299534328,0.568900958101588,1.986529846779449
15,1,Gilles Marini,1.3681280069699842,0.0,4.0788132068848535,1.3425540523219626,2.0939041892372647,7.104124990264435
15,1,Emmitt Smith,1.6186303181053323,0.0,5.260294537635814,1.711458277048207,3.031052767119196,9.26057739149673
15,1,Drew Lachey,0.11561645129323898,0.0,1.179974384837288,0.3671682459596437,0.7039632371100378,2.015077299889124
15,1,Bristol Palin,-0.8863927932481579,0.0,0.4515838753423884,0.141104795908366,0.22126945960553215,0.7544994725494708
15,1,Joey Fatone,-0.38538817097746014,0.0,0.701982737673212,0.20029357428518935,0.42190026642451794,1.1105683124877626
15,2,Kirstie Alley,-0.03437534735464316,,,,,
15,2,Shawn Johnson,0.5614640067925143,,,,,
15,2,Sabrina Bryan,0.710423845329303,,,,,
15,2,Pamela Anderson,-3.1625319566272183,,,,,
15,2,Melissa Rycroft,0.3380242489873299,,,,,
15,2,Kelly Monaco,0.11458449118214599,,,,,
15,2,Drew Lachey,0.18906441045054076,,,,,
15,2,Helio Castroneves,0.26354432971893554,,,,,
15,2,Gilles Marini,0.6359439260609087,,,,,
15,2,Emmitt Smith,0.18906441045054076,,,,,
15,2,Bristol Palin,-0.481254862965011,,,,,
15,2,Apolo Anton Ohno,0.4869840875241191,,,,,
15,2,Joey Fatone,0.18906441045054076,,,,,
15,3,Kelly Monaco,0.5866206171880176,,,,,
15,3,Shawn Johnson,0.5343872745616874,,,,,
15,3,Sabrina Bryan,0.4299205893090266,,,,,
15,3,Pamela Anderson,-2.2339798846338215,,,,,
15,3,Kirstie Alley,0.27322056143003554,,,,,
15,3,Joey Fatone,-2.2339798846338215,,,,,
15,3,Melissa Rycroft,0.5866206171880176,,,,,
15,3,Gilles Marini,0.4299205893090266,,,,,
15,3,Emmitt Smith,0.37768724668269643,,,,,
15,3,Helio Castroneves,0.4299205893090266,,,,,
15,3,Drew Lachey,0.27322056143003554,,,,,
15,3,Bristol Palin,0.1165205335510445,,,,,
15,3,Apolo Anton Ohno,0.4299205893090266,,,,,
15,4,Sabrina Bryan,0.6204441210152988,,,,,
15,4,Pamela Anderson,-1.4248056064744181,,,,,
15,4,Melissa Rycroft,0.7068631235852868,,,,,
15,4,Kirstie Alley,0.30357444492534263,,,,,
15,4,Kelly Monaco,0.7356694577752828,,,,,
15,4,Joey Fatone,-1.4248056064744181,,,,,
15,4,Shawn Johnson,0.8508947945352668,,,,,
15,4,Gilles Marini,0.8508947945352668,,,,,
15,4,Emmitt Smith,0.6492504552052948,,,,,
15,4,Drew Lachey,-1.4248056064744181,,,,,
15,4,Bristol Palin,0.41879978168532667,,,,,
15,4,Apolo Anton Ohno,0.5628314526353068,,,,,
15,4,Helio Castroneves,-1.4248056064744181,,,,,
15,5,Shawn Johnson,0.7912855724565353,,,,,
15,5,Sabrina Bryan,0.862228416883673,,,,,
15,5,Pamela Anderson,-1.212849782610103,,,,,
15,5,Melissa Rycroft,0.7912855724565353,,,,,
15,5,Kirstie Alley,0.6493998836022601,,,,,
15,5,Kelly Monaco,0.6139284613886914,,,,,
15,5,Joey Fatone,-1.212849782610103,,,,,
15,5,Gilles Marini,0.7912855724565353,,,,,
15,5,Emmitt Smith,0.7735498613497511,,,,,
15,5,Drew Lachey,-1.212849782610103,,,,,
15,5,Bristol Palin,-1.212849782610103,,,,,
15,5,Apolo Anton Ohno,0.7912855724565353,,,,,
15,5,Helio Castroneves,-1.212849782610103,,,,,
15,6,Kirstie Alley,0.7051892988819931,,,,,
15,6,Shawn Johnson,0.7400465646061983,,,,,
15,6,Sabrina Bryan,0.8794756275030182,,,,,
15,6,Pamela Anderson,-1.211960315949281,,,,,
15,6,Melissa Rycroft,0.8446183617788133,,,,,
15,6,Kelly Monaco,0.6703320331577882,,,,,
15,6,Joey Fatone,-1.211960315949281,,,,,
15,6,Helio Castroneves,-1.211960315949281,,,,,
15,6,Gilles Marini,0.7051892988819931,,,,,
15,6,Emmitt Smith,0.6354747674335834,,,,,
15,6,Drew Lachey,-1.211960315949281,,,,,
15,6,Bristol Palin,-1.211960315949281,,,,,
15,6,Apolo Anton Ohno,0.8794756275030182,,,,,
15,7,Sabrina Bryan,-1.027135253453689,,,,,
15,7,Pamela Anderson,-1.027135253453689,,,,,
15,7,Melissa Rycroft,1.124756252948151,,,,,
15,7,Kirstie Alley,0.5178109384622104,,,,,
15,7,Kelly Monaco,0.9592312303184809,,,,,
15,7,Joey Fatone,-1.027135253453689,,,,,
15,7,Shawn Johnson,1.0695738884920252,,,,,
15,7,Gilles Marini,0.8212780780205038,,,,,
15,7,Emmitt Smith,0.8764604424766298,,,,,
15,7,Drew Lachey,-1.027135253453689,,,,,
15,7,Bristol Palin,-1.027135253453689,,,,,
15,7,Apolo Anton Ohno,0.7937006900041335,,,,,
15,7,Helio Castroneves,-1.027135253453689,,,,,
15,8,Shawn Johnson,0.8443864310500495,,,,,
15,8,Sabrina Bryan,-1.0351365076846561,,,,,
15,8,Pamela Anderson,-1.0351365076846561,,,,,
15,8,Melissa Rycroft,0.9906990260839293,,,,,
15,8,Kirstie Alley,0.6868236960186416,,,,,
15,8,Kelly Monaco,0.8781503566128596,,,,,
15,8,Joey Fatone,-1.0351365076846561,,,,,
15,8,Gilles Marini,0.9419236592158943,,,,,
15,8,Emmitt Smith,0.9269122179106691,,,,,
15,8,Drew Lachey,-1.0351365076846561,,,,,
15,8,Bristol Palin,-1.0351365076846561,,,,,
15,8,Apolo Anton Ohno,0.9419236592158943,,,,,
15,8,Helio Castroneves,-1.0351365076846561,,,,,
15,9,Kirstie Alley,-0.7588077428591831,,,,,
15,9,Shawn Johnson,1.3050460765921825,,,,,
15,9,Sabrina Bryan,-0.7588077428591831,,,,,
15,9,Pamela Anderson,-0.7588077428591831,,,,,
15,9,Melissa Rycroft,1.254513140531514,,,,,
15,9,Kelly Monaco,1.1379088977898326,,,,,
15,9,Emmitt Smith,1.130143210536982,,,,,
15,9,Helio Castroneves,-0.7588077428591831,,,,,
15,9,Gilles Marini,-0.7588077428591831,,,,,
15,9,Drew Lachey,-0.7588077428591831,,,,,
15,9,Bristol Palin,-0.7588077428591831,,,,,
15,9,Apolo Anton Ohno,1.242850617422953,,,,,
15,9,Joey Fatone,-0.7588077428591831,,,,,
15,10,Shawn Johnson,1.7395893712114905,,,,,
15,10,Sabrina Bryan,-0.5262245864766819,,,,,
15,10,Pamela Anderson,-0.5262245864766819,,,,,
15,10,Kirstie Alley,-0.5262245864766819,,,,,
15,10,Kelly Monaco,1.7526311309137759,,,,,
15,10,Joey Fatone,-0.5262245864766819,,,,,
